1.0,113.392567554
2.0,108.101655167
3.0,106.878429005
4.0,115.228591862
5.0,108.529505394
6.0,110.841405975
7.0,109.035959543
8.0,116.808176377
9.0,106.938418614
10.0,114.637210828
11.0,115.183484703
12.0,114.587475246
13.0,114.391158446
14.0,113.59536397
15.0,111.995856139
16.0,116.322482102
17.0,114.902149302
18.0,115.182149935
19.0,116.535851979
20.0,103.291743239
21.0,104.280489394
22.0,106.089881931
23.0,106.247668189
24.0,107.220529888
25.0,115.556276941
26.0,107.888204149
27.0,114.246189651
28.0,111.325810322
29.0,108.9196282
30.0,103.674710752
31.0,112.100170777
32.0,116.744743858
33.0,118.254051728
34.0,116.420431733
35.0,108.581416388
36.0,109.200843357
37.0,108.608143467
38.0,111.696582313
39.0,116.993541089
40.0,106.797444181
41.0,118.135335884
42.0,107.810047524
43.0,103.256417948
44.0,107.257339317
45.0,118.099496844
46.0,114.561012079
47.0,116.023168093
48.0,112.581314574
49.0,115.840524846
50.0,110.883551235
51.0,113.289215808
52.0,109.439891377
53.0,111.323222866
54.0,118.181371539
55.0,104.316239408
56.0,103.884771863
57.0,104.024641846
58.0,114.940068939
59.0,105.675832807
60.0,106.474080108
61.0,116.52869917
62.0,109.41962231
63.0,107.89116919
64.0,114.514768708
65.0,109.215363043
66.0,103.338988282
67.0,117.7270046
68.0,113.076846689
69.0,115.298699987
70.0,113.545220499
71.0,116.811230768
72.0,107.076683203
73.0,112.600852335
74.0,117.506896415
75.0,103.400770114
76.0,107.344344815
77.0,104.557403809
78.0,102.955480998
79.0,107.471801046
80.0,107.047122962
81.0,111.012131943
82.0,114.021811483
83.0,114.874526116
84.0,112.06702479
85.0,107.889342181
86.0,115.969512004
87.0,113.914666338
88.0,115.916272199
89.0,116.161656762
90.0,108.17534716
91.0,115.322544869
92.0,114.091827724
93.0,105.931034123
94.0,116.581830584
95.0,112.505553506
96.0,110.977705066
97.0,116.44672257
98.0,103.815753706
99.0,112.385195944
100.0,110.816832885
101.0,108.26642931
102.0,112.072566444
103.0,114.316032372
104.0,106.809575052
105.0,115.508513874
106.0,113.579782056
107.0,104.250783762
108.0,112.759673955
109.0,106.031111815
110.0,104.246095341
111.0,114.628445913
112.0,104.138255052
113.0,110.015424907
114.0,103.940536029
115.0,110.244176185
116.0,118.061440384
117.0,110.955818573
118.0,118.191939552
119.0,106.164438014
120.0,116.643158098
121.0,115.761906657
122.0,104.977762637
123.0,106.596938048
124.0,103.38056466
125.0,115.62206645
126.0,116.60710898
127.0,106.24985287
128.0,113.459722922
129.0,114.879326295
130.0,113.503912221
131.0,116.8533179
132.0,109.201054327
133.0,111.817280406
134.0,114.155425231
135.0,106.756587122
136.0,108.653774224
137.0,107.323451877
138.0,109.208997354
139.0,107.99879675
140.0,116.504415837
141.0,108.606265132
142.0,115.952215538
143.0,116.601846087
144.0,111.951118341
145.0,106.023556403
146.0,116.937199509
147.0,113.298868341
148.0,114.459616724
149.0,112.613053258
150.0,116.844833626
151.0,117.583502476
152.0,108.295062914
153.0,107.66719161
154.0,116.251943696
155.0,111.187411469
156.0,114.832179311
157.0,114.108645355
158.0,111.549758822
159.0,115.311761938
160.0,114.508721851
161.0,110.095870313
162.0,112.735901128
163.0,109.66436882
164.0,106.306303802
165.0,106.973403116
166.0,104.409710562
167.0,106.570889411
168.0,116.115556168
169.0,103.340156862
170.0,110.161929058
171.0,109.743617481
172.0,116.785853532
173.0,114.474187236
174.0,110.117257276
175.0,105.134417017
176.0,109.21610418
177.0,116.719955954
178.0,103.968904314
179.0,117.985845868
180.0,112.482626297
181.0,111.023090695
182.0,112.356241663
183.0,113.151719083
184.0,110.597548185
185.0,105.183040877
186.0,116.58277808
187.0,106.023618429
188.0,110.642993378
189.0,115.983667963
190.0,111.78324254
191.0,115.749288739
192.0,105.390341831
193.0,109.645866659
194.0,104.442102138
195.0,109.807962875
196.0,104.350301586
197.0,116.59459904
198.0,109.339498059
199.0,112.678399584
200.0,113.77991742
201.0,107.758709774
202.0,108.858858785
203.0,116.659261769
204.0,117.240528679
205.0,113.288288041
206.0,105.450761544
207.0,109.091942231
208.0,114.495623816
209.0,113.751225875
210.0,107.255776013
211.0,117.401279327
212.0,108.44611644
213.0,106.850070266
214.0,115.270896111
215.0,116.3631411
216.0,114.779323942
217.0,116.559591572
218.0,115.926872006
219.0,109.605275938
220.0,114.832072179
221.0,109.806801104
222.0,112.714891207
223.0,111.96689887
224.0,106.283491654
225.0,116.959084633
226.0,109.146385101
227.0,109.241960349
228.0,108.150752872
229.0,116.536804336
230.0,117.921153125
231.0,111.699049964
232.0,102.905004626
233.0,110.38686125
234.0,106.280662183
235.0,109.81788766
236.0,117.535217873
237.0,109.091456081
238.0,108.519202856
239.0,112.988251167
240.0,110.56213042
241.0,109.183066707
242.0,103.85088108
243.0,110.370646776
244.0,106.255708459
245.0,117.913299482
246.0,112.514942093
247.0,116.180281312
248.0,108.27075279
249.0,114.178746212
250.0,25.1999700215
251.0,103.806794103
252.0,103.131546787
253.0,114.710166305
254.0,115.804270938
255.0,108.023381738
256.0,107.150106446
257.0,114.62692003
258.0,110.651930608
259.0,111.892502388
260.0,108.689905061
261.0,104.188336008
262.0,105.274573572
263.0,108.080125674
264.0,112.879937637
265.0,104.324947832
266.0,106.189827809
267.0,105.341212994
268.0,109.276485535
269.0,107.251091913
270.0,55.1255264663
271.0,106.296122408
272.0,106.229103035
273.0,103.441284357
274.0,106.548481341
275.0,114.669547055
276.0,113.736405743
277.0,117.11836905
278.0,113.110206851
279.0,111.203598535
280.0,103.942077068
281.0,104.986805389
282.0,103.75335663
283.0,106.898013949
284.0,112.777870197
285.0,110.92002704
286.0,115.03315122
287.0,104.808168535
288.0,109.984500513
289.0,108.893936812
290.0,106.990340672
291.0,107.394188958
292.0,102.972997686
293.0,104.074774988
294.0,114.670232603
295.0,105.66253406
296.0,103.139667922
297.0,107.639344767
298.0,115.507492089
299.0,114.289114524
300.0,106.450640158
301.0,104.20048831
302.0,109.485895132
303.0,115.22765727
304.0,102.927948503
305.0,111.175055937
306.0,112.637354962
307.0,104.075540118
308.0,111.845957338
309.0,114.118564613
310.0,112.02402783
